fotmob_id,nom_fotmob,volume_course,score_volume,pressing,score_pressing,recuperation,score_recuperation,distance_90_reelle,sprints_90_reels,source,relentless,styles_ea
167589,Kevin Vogt,Moyen,0.382,Moyen,0.336,,,,,estime EA,,Long Ball Pass
276121,Ben Davies,Bas,0.255,Bas,0.244,,,,,estime EA,,Block
701149,Maximilian Wöber,Moyen,0.491,Moyen,0.42,,,,,estime EA,,Slide Tackle
430856,Takuma Asano,Haut,0.673,Haut,0.747,Bas,0.207,,,estime EA,,Quick Step
1285784,Bradley Locko,Moyen,0.491,Moyen,0.491,Haut,0.885,,,estime EA,,
1444231,Matias Fernandez-Pardo,Moyen,0.473,Moyen,0.637,Bas,0.038,,,estime EA,,Press Proven|Quick Step
413525,Laurent Abergel,Haut,0.927,Moyen,0.645,Moyen,0.598,,,estime EA,,Incisive Pass|Intercept|Long Ball Pass|Press Proven
469615,Giovanni Simeone,Moyen,0.455,Moyen,0.517,Bas,0.137,,,estime EA,,
784146,Moritz Nicolas,Bas,-0.218,Bas,-0.311,Moyen,0.602,,,estime EA,,
1071179,Giovanni Reyna,Moyen,0.455,Moyen,0.497,Moyen,0.614,,,estime EA,,Finesse Shot|Technical
1224465,Jarne Steuckers,Haut,0.764,Moyen,0.641,,,,,estime EA,,Dead Ball|Long Ball Pass|Press Proven
1073980,David Affengruber,Haut,0.891,Haut,0.702,Haut,0.88,,,estime EA,,
674014,David Brooks,Bas,0.309,Moyen,0.419,Moyen,0.389,,,estime EA,,Technical
613260,Jean-Luc Dompe,Haut,0.691,Haut,0.724,Bas,0.006,,,estime EA,,Dead Ball|Finesse Shot|First Touch|Technical|Whipped Pass
955411,Yann Gboho,Moyen,0.491,Moyen,0.613,Moyen,0.625,,,estime EA,,Incisive Pass|Inventive|Technical
1234634,Yoann Cathline,Moyen,0.564,Moyen,0.642,Moyen,0.51,,,estime EA,,Technical|Whipped Pass
1209980,Carlos Álvarez,Moyen,0.545,Moyen,0.615,Moyen,0.417,,,estime EA,,
433311,Dani García,Haut,0.667,Bas,0.13,,,10872,5.2,mesure FotMob,,Bruiser
308237,Marius Müller,Bas,-0.091,Bas,-0.189,,,,,estime EA,,Footwork
1021082,Oliver Antman,Haut,0.782,Haut,0.709,,,,,estime EA,,Finesse Shot|Incisive Pass|Inventive|Rapid
207069,Gernot Trauner,Moyen,0.436,Bas,0.236,,,,,estime EA,,Anticipate|Precision Header
458630,Ihlas Bebou,Bas,0.091,Moyen,0.484,,,,,estime EA,,Quick Step|Rapid
688668,Josip Brekalo,Moyen,0.545,Moyen,0.615,Haut,0.758,,,estime EA,,Finesse Shot|Technical|Whipped Pass
957107,Ze Pedro,Moyen,0.564,Moyen,0.47,Bas,0.223,,,estime EA,,
866358,Tiago Djaló,Moyen,0.345,Moyen,0.464,Moyen,0.613,,,estime EA,,Bruiser
1215057,Vitinha,Moyen,0.564,Moyen,0.592,Haut,0.771,,,estime EA,,
1406419,Franjo Ivanovic,Moyen,0.545,Moyen,0.523,Haut,0.668,,,estime EA,,Bruiser|Finesse Shot|Power Shot|Press Proven
1128945,Rodrigo Muniz,Moyen,0.527,Moyen,0.496,Bas,0.233,,,estime EA,,Acrobatic
210683,Aïssa Mandi,Moyen,0.364,Moyen,0.339,Moyen,0.625,,,estime EA,,Slide Tackle
439366,Abdoulaye Touré,Moyen,0.636,Bas,0.265,Moyen,0.411,,,estime EA,,Aerial Fortress
737061,Jesper Karlsson,Moyen,0.418,Moyen,0.564,Moyen,0.536,,,estime EA,,Acrobatic|Power Shot|Trickster
772168,Josep Martínez,Bas,0.036,Bas,-0.148,Moyen,0.445,,,estime EA,,Cross Claimer|Far Throw
1311985,César Tárrega,Moyen,0.618,Moyen,0.451,Bas,0.32,,,estime EA,,
1187227,CJ Egan-Riley,Haut,0.673,Moyen,0.615,Moyen,0.392,,,estime EA,,Jockey|Long Ball Pass
1293671,Sampson Dweh,Moyen,0.509,Moyen,0.519,Haut,0.999,,,estime EA,,Intercept
737339,Dany Mota,Moyen,0.582,Moyen,0.578,,,,,estime EA,,Gamechanger
1050165,Lorenzo Pirola,Bas,0.189,Bas,0.16,Moyen,0.436,9860,5.4,mesure FotMob,,Jockey
1200591,Tommaso Baldanzi,Moyen,0.455,Moyen,0.558,Haut,0.707,,,estime EA,,
1024427,Valeriy Bondar,Moyen,0.655,Moyen,0.577,Bas,0.077,,,estime EA,,
1086012,Ansu Fati,Haut,0.715,Haut,0.701,Bas,0.203,11000,12.0,mesure FotMob,,Quick Step
639671,Patrick Cutrone,Moyen,0.545,Moyen,0.544,Bas,0.037,,,estime EA,,
928122,Igoh Ogbu,Moyen,0.564,Moyen,0.551,,,,,estime EA,,Bruiser
643717,Taiwo Awoniyi,Bas,0.255,Moyen,0.356,Bas,0.068,,,estime EA,,
1305763,Rafiu Durosinmi,Moyen,0.455,Moyen,0.528,Bas,0.162,,,estime EA,,Aerial Fortress|Finesse Shot|Rapid
1738366,Otávio,Moyen,0.545,Moyen,0.544,Haut,0.962,,,estime EA,,Bruiser|Long Ball Pass|Power Shot
933817,Riccardo Sottil,Bas,0.236,Moyen,0.603,Bas,0.075,,,estime EA,,
1017401,Roberto Piccoli,Haut,0.673,Moyen,0.533,Bas,0.072,,,estime EA,,Enforcer|Precision Header
630286,Andreas Hanche-Olsen,Moyen,0.509,Moyen,0.488,Moyen,0.659,,,estime EA,,Bruiser|Jockey|Slide Tackle
748382,Reiss Nelson,Moyen,0.436,Moyen,0.561,,,,,estime EA,,Technical
776594,Victor Nelsson,Moyen,0.509,Moyen,0.407,Haut,0.718,,,estime EA,,Aerial Fortress|Anticipate|Block|Long Ball Pass
956913,Marvin Pieringer,Haut,0.673,Moyen,0.503,Bas,0.277,,,estime EA,,Acrobatic|Aerial Fortress
1121511,Ernest Muçi,Moyen,0.4,Moyen,0.546,Bas,0.103,,,estime EA,,First Touch
1388070,Badredine Bouanani,Moyen,0.564,Moyen,0.551,Bas,0.129,,,estime EA,,Inventive|Technical
304348,Rani Khedira,Haut,0.727,Moyen,0.423,Moyen,0.351,,,estime EA,,Aerial Fortress|Bruiser
885005,Terem Moffi,Bas,0.327,Moyen,0.538,Bas,0.005,,,estime EA,,Enforcer|Finesse Shot|Quick Step
1338390,Ernest Nuamah,Moyen,0.4,Moyen,0.618,,,,,estime EA,,Gamechanger|Quick Step|Rapid
1341387,Wilson Odobert,Haut,0.677,Haut,0.889,Moyen,0.368,10888,14.7,mesure FotMob,,Technical
118241,Gustaf Nilsson,Moyen,0.636,Moyen,0.499,,,,,estime EA,,Enforcer|Precision Header
1023887,Tsuyoshi Watanabe,Moyen,0.618,Moyen,0.613,Moyen,0.57,,,estime EA,,Aerial Fortress|Block|Jockey|Long Ball Pass|Precision Header
1406428,Christian Mawissa,Moyen,0.527,Moyen,0.547,Haut,0.94,,,estime EA,,
1107620,Jarell Quansah,Moyen,0.476,Moyen,0.358,Bas,0.255,10489,7.8,mesure FotMob,,Slide Tackle
963591,Denys Popov,Moyen,0.509,Moyen,0.438,,,,,estime EA,,Precision Header
792540,Joël Piroe,Moyen,0.655,Moyen,0.486,Bas,0.274,,,estime EA,,Finesse Shot
1302005,Igor Thiago,Bas,0.291,Moyen,0.371,Bas,0.185,,,estime EA,,
1173788,El Chadaille Bitshiabu,Bas,0.291,Bas,0.269,Moyen,0.344,,,estime EA,,Pinged Pass
1092903,Muhammed Cham,Moyen,0.455,Moyen,0.589,,,,,estime EA,,Finesse Shot
1336566,Facundo Buonanotte,Moyen,0.527,Moyen,0.587,Haut,0.686,,,estime EA,,Technical
1252132,Promise David,Bas,0.1,Moyen,0.424,,,9227,8.3,mesure FotMob,,Bruiser|Enforcer|Precision Header
753593,Marcao,Haut,0.859,Moyen,0.596,Moyen,0.331,,,estime EA,oui,Bruiser|Long Ball Pass|Relentless|Slide Tackle
523217,Tomás Chory,Bas,0.198,Moyen,0.41,Bas,0.078,9906,8.3,mesure FotMob,,Aerial Fortress|Precision Header|Press Proven
845990,Ozan Kabak,Moyen,0.455,Bas,0.304,Moyen,0.643,,,estime EA,,Bruiser|Slide Tackle
199834,Rémy Cabella,Moyen,0.345,Moyen,0.372,Haut,0.926,,,estime EA,,Dead Ball|First Touch|Incisive Pass|Technical|Trickster
686315,Phillip Tietz,Haut,0.673,Moyen,0.513,Bas,0.176,,,estime EA,,Acrobatic|Enforcer
999690,Ilan Kebbal,Haut,0.932,Haut,0.9,Haut,0.684,,,estime EA,oui,Incisive Pass|Inventive|Long Ball Pass|Quick Step|Relentless|Technical
213873,Sverrir Ingi Ingason,Moyen,0.564,Bas,0.327,Moyen,0.533,,,estime EA,,
672840,Luiz Felipe,Bas,0.236,Moyen,0.349,Moyen,0.471,,,estime EA,,Anticipate|Intercept|Jockey|Long Throw|Slide Tackle
1203661,Radu Dragusin,Moyen,0.491,Moyen,0.451,Moyen,0.369,,,estime EA,,
1473534,Jérémy Jacquet,Moyen,0.436,Moyen,0.347,Moyen,0.557,,,estime EA,,
750030,Andrea Pinamonti,Haut,0.745,Moyen,0.613,Bas,0.01,,,estime EA,,Precision Header
198316,Michael Gregoritsch,Moyen,0.564,Bas,0.185,Bas,0.053,,,estime EA,,Finesse Shot|Precision Header
1327489,Kike Salas,Moyen,0.582,Moyen,0.477,Haut,0.929,,,estime EA,,Aerial Fortress|Precision Header
789578,Dara O'Shea,Moyen,0.582,Moyen,0.528,,,,,estime EA,,Aerial Fortress|Block|Precision Header
833638,Nikola Krstovic,Moyen,0.619,Haut,0.756,Bas,0.162,10784,12.7,mesure FotMob,,Enforcer
914103,Johan Vásquez,Haut,0.727,Moyen,0.484,Moyen,0.524,,,estime EA,,Aerial Fortress|Block|Intercept
1354085,Joel Ordóñez,Bas,0.194,Bas,0.22,Bas,0.185,9895,6.1,mesure FotMob,,
169586,Leandro Cabrera,Moyen,0.618,Moyen,0.369,Bas,0.106,,,estime EA,,Anticipate|Bruiser|Long Ball Pass|Long Throw|Precision Header|Slide Tackle
750056,Léo Duarte,Moyen,0.582,Moyen,0.436,Moyen,0.439,,,estime EA,,Aerial Fortress|Block|Jockey|Slide Tackle
765998,Amos Pieper,Moyen,0.655,Moyen,0.465,Moyen,0.649,,,estime EA,,
264860,Mike van der Hoorn,Moyen,0.455,Bas,0.151,Bas,0.323,,,estime EA,,Aerial Fortress|Long Ball Pass|Precision Header
551805,Scott McKenna,Moyen,0.582,Moyen,0.395,Bas,0.112,,,estime EA,,Aerial Fortress
1199947,Leopold Querfeld,Moyen,0.509,Bas,0.193,Haut,0.699,,,estime EA,,Long Ball Pass
643998,Joseph Aidoo,Moyen,0.455,Moyen,0.446,Bas,0.207,,,estime EA,,Bruiser
1320444,Álex Arce,Moyen,0.455,Moyen,0.365,,,,,estime EA,,Aerial Fortress|Precision Header|Press Proven
358155,Daniele Rugani,Bas,0.182,Bas,0.032,Bas,0.165,,,estime EA,,
1137272,Yunus Musah,Haut,0.691,Haut,0.734,Haut,0.753,,,estime EA,,Rapid
790732,Tommaso Pobega,Moyen,0.636,Moyen,0.59,Moyen,0.565,,,estime EA,,
447959,Robert Skov,Moyen,0.473,Moyen,0.565,,,,,estime EA,,Dead Ball|Finesse Shot|Gamechanger|Power Shot|Whipped Pass
310764,Badou Ndiaye,Haut,0.727,Haut,0.698,,,,,estime EA,,Anticipate|Rapid|Slide Tackle
815465,Romain Perraud,Haut,0.745,Moyen,0.644,Moyen,0.604,,,estime EA,,Power Shot
928454,Josha Vagnoman,Haut,0.691,Haut,0.714,Bas,0.17,,,estime EA,,Long Throw|Rapid
426880,Maxwel Cornet,Bas,0.309,Moyen,0.561,,,,,estime EA,,Rapid
613262,Qazim Laçi,Haut,0.859,Haut,0.8,Moyen,0.571,,,estime EA,oui,Bruiser|Incisive Pass|Relentless
464981,Matus Bero,Haut,1,Haut,0.819,,,,,estime EA,oui,Relentless
836797,Alex Kral,Haut,0.8,Moyen,0.615,Haut,0.949,,,estime EA,,
613182,Joe Rothwell,Haut,0.727,Haut,0.667,,,,,estime EA,,Dead Ball|Technical
975242,Simon Sohm,Haut,0.782,Haut,0.689,Bas,0.21,,,estime EA,,Incisive Pass
1026135,Tajon Buchanan,Haut,0.825,Haut,0.937,Haut,0.672,11375,16.1,mesure FotMob,oui,Quick Step|Rapid|Relentless
1395482,Gustavo Sá,Bas,0.309,Moyen,0.469,Moyen,0.599,,,estime EA,,Aerial Fortress|Incisive Pass|Low Driven Shot
1076647,Lucas Da Cunha,Moyen,0.636,Haut,0.661,Haut,0.72,,,estime EA,,Anticipate|Dead Ball|Finesse Shot|Jockey
1050831,Paulo Bernardo,Haut,0.727,Moyen,0.545,,,,,estime EA,,Technical
951714,Adrián Bernabé,Haut,0.709,Haut,0.711,Moyen,0.394,,,estime EA,,Finesse Shot|First Touch|Inventive|Long Ball Pass
953958,Giorgi Kochorashvili,Haut,0.877,Haut,0.777,Haut,0.891,,,estime EA,oui,Dead Ball|Long Ball Pass|Relentless
1287373,Jobe Bellingham,Haut,0.912,Moyen,0.535,Haut,0.942,11696,10.3,mesure FotMob,,Finesse Shot|Press Proven|Slide Tackle
674009,Chiedozie Ogbene,Haut,0.691,Haut,0.764,,,,,estime EA,,Quick Step|Rapid
1030830,Jack Rudoni,Haut,0.855,Haut,0.667,,,,,estime EA,,Dead Ball|First Touch|Intercept|Precision Header|Technical
674499,Niklas Dorsch,Moyen,0.527,Moyen,0.547,Haut,0.853,,,estime EA,,
856685,Frank Onyeka,Haut,0.818,Moyen,0.612,,,,,estime EA,,Slide Tackle
1027194,Alexander Prass,Haut,0.709,Moyen,0.65,Haut,0.843,,,estime EA,,Incisive Pass|Power Shot
206825,Magomed Ozdoev,Moyen,0.6,Moyen,0.515,Moyen,0.621,,,estime EA,,Long Ball Pass|Precision Header
467479,Riechedly Bazoer,Moyen,0.418,Moyen,0.422,Bas,0.144,,,estime EA,,Bruiser|Press Proven
361724,Ezequiel Ávila,Haut,0.805,Haut,0.717,Bas,0.117,,,estime EA,oui,Acrobatic|Finesse Shot|Long Ball Pass|Power Shot|Relentless
1080669,Nadir Zortea,Haut,0.691,Moyen,0.653,Moyen,0.404,,,estime EA,,
1359649,Noah Sadiki,Haut,0.8,Haut,0.737,Moyen,0.364,,,estime EA,,
1526560,Patrick Dorgu,Moyen,0.636,Haut,0.702,Haut,0.971,,,estime EA,,
115591,Ricardo Rodríguez,Moyen,0.618,Moyen,0.522,Bas,0.168,,,estime EA,,Long Throw
576118,Diogo Gonçalves,Moyen,0.636,Haut,0.692,,,,,estime EA,,Rapid|Whipped Pass
845943,Cristian Cásseres,Haut,0.818,Haut,0.714,Haut,0.971,,,estime EA,,Intercept
1014630,Emil Holm,Haut,0.841,Haut,0.833,Haut,0.928,,,estime EA,oui,Bruiser|Rapid|Relentless
1210943,Jackson Tchatchoua,Haut,0.873,Haut,0.827,Bas,0.226,,,estime EA,,Anticipate|Jockey|Rapid|Whipped Pass
426393,Adrien Tamèze,Moyen,0.491,Moyen,0.562,Moyen,0.622,,,estime EA,,
934156,Jurgen Ekkelenkamp,Moyen,0.655,Moyen,0.547,Moyen,0.409,,,estime EA,,
848345,Joe Bell,Haut,1,Haut,0.814,,,,,estime EA,oui,Intercept|Press Proven|Relentless|Tiki Taka
1035206,Lasse Berg Johnsen,Haut,0.945,Moyen,0.653,,,,,estime EA,,Aerial Fortress|Jockey|Long Ball Pass|Tiki Taka
1074750,Milan van Ewijk,Haut,0.855,Haut,0.881,,,,,estime EA,,Intercept|Jockey|Long Throw|Quick Step
571306,Antonio Palumbo,Haut,1,Haut,0.87,,,,,estime EA,oui,Chip Shot|Finesse Shot|Incisive Pass|Inventive|Long Ball Pass|Press Proven|Relentless
942375,Arnau Tenas,Bas,0.034,Bas,0.076,Moyen,0.461,5141,0.3,mesure FotMob,,
1345875,Fares Chaibi,Haut,0.907,Moyen,0.399,Moyen,0.456,11673,8.3,mesure FotMob,,Finesse Shot|Technical
792756,Michel Aebischer,Moyen,0.582,Moyen,0.568,Haut,0.786,,,estime EA,,
632885,Felix Horn Myhre,Haut,0.8,Haut,0.666,Haut,0.8,,,estime EA,,Finesse Shot|Incisive Pass
837061,Krépin Diatta,Haut,0.782,Haut,0.821,Haut,0.935,,,estime EA,,Aerial Fortress|Quick Step|Rapid
864006,Matteo Tramoni,Haut,0.727,Haut,0.799,Moyen,0.42,,,estime EA,,Finesse Shot|First Touch|Quick Step|Rapid
883759,David Doudera,Moyen,0.419,Haut,0.911,Haut,0.772,10365,15.2,mesure FotMob,oui,Rapid|Relentless|Whipped Pass
844944,Dominik Schmid,Haut,1,Haut,0.89,Haut,0.948,,,estime EA,oui,Intercept|Press Proven|Relentless|Whipped Pass
1133381,Albert Grønbæk,Haut,0.691,Moyen,0.642,Haut,0.796,,,estime EA,,Incisive Pass|Technical
1210384,Merlin Röhl,Haut,0.764,Haut,0.692,Haut,0.828,,,estime EA,,Rapid|Slide Tackle
604783,Glen Kamara,Haut,0.782,Moyen,0.648,,,,,estime EA,,Press Proven
566158,Kevin Diks,Haut,0.764,Haut,0.672,Moyen,0.611,,,estime EA,,Intercept|Long Ball Pass|Long Throw|Precision Header
680011,Bart Nieuwkoop,Haut,0.764,Moyen,0.6,Haut,0.906,,,estime EA,,
956169,Alfie Doughty,Haut,0.745,Haut,0.746,,,,,estime EA,,Dead Ball|Whipped Pass
1339372,Cesare Casadei,Moyen,0.655,Moyen,0.496,Haut,0.714,,,estime EA,,Aerial Fortress
465828,Damian Szymanski,Haut,0.986,Haut,0.769,,,,,estime EA,oui,Intercept|Long Ball Pass|Relentless
557805,Mathias Honsak,Moyen,0.491,Haut,0.684,Haut,0.738,,,estime EA,,Quick Step|Rapid
802462,Christopher Opéri,Haut,0.764,Moyen,0.651,Haut,0.72,,,estime EA,,Whipped Pass
863156,Adam Gnezda Cerin,Haut,0.932,Haut,0.808,Haut,0.765,,,estime EA,oui,Relentless
1053679,Zion Suzuki,Bas,-0.309,Bas,0.029,Moyen,0.575,,,estime EA,,Cross Claimer|Long Ball Pass
976428,Dmytro Riznyk,Bas,-0.182,Bas,0.049,Moyen,0.447,,,estime EA,,
1382000,Petar Sucic,Haut,0.983,Haut,0.874,Moyen,0.584,12210,14.8,mesure FotMob,oui,Relentless|Technical
267368,Cláudio Winck,Haut,0.855,Haut,0.667,Haut,0.693,,,estime EA,,Aerial Fortress
877697,Harrison Burrows,Haut,0.8,Haut,0.706,,,,,estime EA,,Dead Ball|Long Ball Pass|Whipped Pass
883503,Gijs Smal,Moyen,0.655,Moyen,0.618,Haut,0.666,,,estime EA,,Anticipate|Long Ball Pass|Slide Tackle|Whipped Pass
1151313,Lukas Cerv,Haut,0.841,Haut,0.721,Haut,0.783,,,estime EA,oui,Bruiser|Relentless
574844,Razvan Marin,Moyen,0.473,Moyen,0.453,Moyen,0.421,,,estime EA,,Dead Ball|Power Shot|Tiki Taka
690411,Sékou Koïta,Moyen,0.509,Haut,0.722,Bas,0.145,,,estime EA,,Chip Shot|Quick Step|Rapid
1233655,Alex Scott,Moyen,0.564,Moyen,0.561,Haut,0.926,,,estime EA,,
1280080,Fabio Miretti,Haut,1,Moyen,0.518,Haut,0.876,12735,9.9,mesure FotMob,,
1110045,Gaetano Oristanio,Moyen,0.527,Moyen,0.648,Bas,0.219,,,estime EA,,Gamechanger
1165547,Cadu,Moyen,0.491,Moyen,0.583,Haut,0.869,,,estime EA,,Technical|Whipped Pass
1067754,Aster Vranckx,Haut,0.691,Moyen,0.551,Moyen,0.436,,,estime EA,,
883079,Finn Azaz,Moyen,0.655,Moyen,0.587,,,,,estime EA,,Dead Ball|Incisive Pass|Inventive|Low Driven Shot|Technical
37868,Simon Mignolet,Bas,0.06,Bas,0.03,,,5352,0.0,mesure FotMob,,Cross Claimer|Footwork|Long Ball Pass
239920,Matt Doherty,Moyen,0.655,Moyen,0.526,Moyen,0.384,,,estime EA,,
306128,Ricardo Pereira,Bas,0.218,Moyen,0.382,,,,,estime EA,,Long Ball Pass
744907,Greg Taylor,Haut,0.836,Moyen,0.629,,,,,estime EA,,Incisive Pass|Jockey|Pinged Pass
655575,Jacob Bruun Larsen,Moyen,0.4,Moyen,0.618,Bas,0.097,,,estime EA,,
673050,Gautier Larsonneur,Bas,-0.036,Bas,0.097,,,,,estime EA,,Cross Claimer|Footwork
1134723,Seiya Maikuma,Haut,0.745,Haut,0.674,,,,,estime EA,,Jockey
188109,Jan Boril,Moyen,0.545,Moyen,0.452,,,,,estime EA,,Bruiser|Long Throw
625360,Nikita Haikin,Bas,0.074,Bas,0.069,Haut,0.773,5499,0.1,mesure FotMob,,Far Reach|Long Ball Pass|Rush Out
822788,Arne Maier,Haut,0.673,Moyen,0.533,,,,,estime EA,,Dead Ball
924431,Gianluca Busio,Haut,0.764,Haut,0.682,,,,,estime EA,,
1165457,Mathias Kvistgaarden,Moyen,0.509,Haut,0.692,,,,,estime EA,,Precision Header|Slide Tackle
1180481,Johann Lepenant,Haut,0.818,Moyen,0.602,Haut,0.968,,,estime EA,,
553849,Pierluigi Gollini,Bas,0.0,Bas,0.061,,,,,estime EA,,
1821714,Diego Rodriguez,Bas,-0.073,Bas,0.012,,,,,estime EA,,Far Throw|Footwork|Long Ball Pass|Rush Out
773189,Tanguy Ndombélé,Bas,0.091,Bas,0.209,Moyen,0.432,,,estime EA,,Inventive|Technical
839038,Elvis Rexhbecaj,Haut,0.786,Moyen,0.638,Moyen,0.372,,,estime EA,oui,Block|Power Shot|Relentless
904098,Mert Müldür,Haut,0.709,Haut,0.67,Haut,0.844,,,estime EA,,
846761,Zakaria Aboukhlal,Haut,0.855,Haut,0.789,Haut,0.894,,,estime EA,,Acrobatic|Gamechanger|Quick Step|Technical
1173248,Michel-Ange Balikwisha,Haut,0.727,Haut,0.738,,,,,estime EA,,Inventive|Technical
451335,Edimilson Fernandes,Moyen,0.455,Moyen,0.477,,,,,estime EA,,
664587,Lassana Coulibaly,Haut,0.727,Moyen,0.565,Moyen,0.578,,,estime EA,,Aerial Fortress|Jockey
844943,Flynn Downes,Haut,0.782,Moyen,0.536,,,,,estime EA,,
924610,Yukinari Sugawara,Moyen,0.636,Moyen,0.61,Bas,0.149,,,estime EA,,Dead Ball|Long Throw|Whipped Pass
836726,András Schäfer,Haut,0.968,Haut,0.813,Haut,0.934,,,estime EA,oui,Relentless
1189856,Abdallah Sima,Moyen,0.582,Haut,0.69,Moyen,0.524,,,estime EA,,Rapid
1272740,Williot Swedberg,Haut,0.691,Moyen,0.632,Bas,0.278,,,estime EA,,
114737,Marwin Hitz,Bas,-0.036,Bas,-0.015,Moyen,0.525,,,estime EA,,Far Throw|Long Ball Pass
261609,Dimitri Foulquier,Moyen,0.655,Moyen,0.577,Bas,0.262,,,estime EA,,
263511,Maxime Dupé,Bas,-0.345,Bas,-0.057,Bas,0.203,,,estime EA,,
659490,Gabriel Suazo,Haut,0.764,Moyen,0.58,Haut,0.95,,,estime EA,,
952322,Brenden Aaronson,Haut,0.95,Haut,0.887,Haut,0.776,,,estime EA,oui,Relentless
1116391,Hugo Bueno,Moyen,0.6,Moyen,0.596,Haut,0.852,,,estime EA,,Whipped Pass
1125750,Tomas Handel,Haut,0.745,Moyen,0.644,Haut,0.814,,,estime EA,,Aerial Fortress|Intercept
1276505,Giovanni Fabbian,Moyen,0.382,Moyen,0.458,Bas,0.186,,,estime EA,,
1291325,Lucas Pires,Moyen,0.655,Haut,0.679,Haut,0.837,,,estime EA,,
200601,Mikael Ishak,Haut,0.745,Moyen,0.583,Bas,0.027,,,estime EA,,Enforcer|Low Driven Shot|Precision Header
266527,Yussuf Poulsen,Moyen,0.655,Moyen,0.526,,,,,estime EA,,Enforcer
710158,James Justin,Moyen,0.618,Moyen,0.583,Haut,0.705,,,estime EA,,Block
295203,Anthony Nwakaeme,Moyen,0.6,Moyen,0.545,Bas,0.191,,,estime EA,,Finesse Shot|First Touch|Gamechanger|Incisive Pass|Inventive|Technical
949731,Gabriele Zappa,Haut,0.818,Moyen,0.602,Bas,0.17,,,estime EA,,
518633,Giorgos Kyriakopoulos,Haut,0.727,Moyen,0.545,Moyen,0.463,,,estime EA,,
1368061,Samuel Iling-Junior,Moyen,0.636,Haut,0.692,,,,,estime EA,,Technical
270774,Franco Vázquez,Moyen,0.564,Bas,0.327,Haut,0.872,,,estime EA,,Chip Shot|Finesse Shot|First Touch|Incisive Pass|Long Ball Pass|Technical
478445,Alvaro,Bas,-0.055,Bas,0.019,,,,,estime EA,,
592783,Enis Bardhi,Moyen,0.564,Moyen,0.592,Moyen,0.377,,,estime EA,,Dead Ball|Whipped Pass
742807,Filip Panák,Moyen,0.491,Moyen,0.481,,,,,estime EA,,Aerial Fortress|Intercept|Long Ball Pass|Pinged Pass
1079548,Joris Chotard,Haut,0.782,Moyen,0.557,Haut,0.681,,,estime EA,,Inventive|Long Ball Pass
210114,Benjamin Lecomte,Bas,-0.109,Bas,-0.033,Bas,0.257,,,estime EA,,Far Throw|Footwork|Long Ball Pass
331540,Kerem Demirbay,Moyen,0.418,Bas,0.31,Haut,0.952,,,estime EA,,Dead Ball|Inventive|Press Proven|Whipped Pass
478357,Matt Grimes,Haut,1,Haut,0.721,,,,,estime EA,oui,First Touch|Long Ball Pass|Press Proven|Relentless|Tiki Taka
491827,Sammie Szmodics,Haut,0.691,Haut,0.683,,,,,estime EA,,Gamechanger|Low Driven Shot
640642,Jack Hendry,Haut,0.745,Moyen,0.522,,,,,estime EA,,Aerial Fortress|Long Ball Pass
480788,Vasilios Barkas,Bas,-0.018,Bas,0.033,Haut,0.737,,,estime EA,,Deflector
1010733,Ki-Jana Hoever,Haut,0.764,Haut,0.672,Haut,0.848,,,estime EA,,
933838,Salvatore Esposito,Haut,1,Haut,0.777,,,,,estime EA,oui,Anticipate|Dead Ball|Intercept|Inventive|Jockey|Long Ball Pass|Relentless
1398483,Lukas Ullrich,Haut,0.673,Moyen,0.595,Moyen,0.499,,,estime EA,,
406501,Daniel Heuer Fernandes,Bas,0.0,Bas,0.02,Moyen,0.398,,,estime EA,,Deflector|Long Ball Pass
782705,Liam Scales,Haut,0.691,Moyen,0.5,Bas,0.297,,,estime EA,,Aerial Fortress|Block
1208969,Kristjan Asllani,Moyen,0.491,Moyen,0.451,Moyen,0.389,,,estime EA,,Incisive Pass|Tiki Taka
1422593,Joshua King,Moyen,0.509,Moyen,0.56,Moyen,0.533,,,estime EA,,Finesse Shot|Rapid
660326,Matthieu Udol,Haut,0.727,Moyen,0.596,Moyen,0.584,,,estime EA,,Jockey|Whipped Pass
660010,Pedro Pereira,Moyen,0.636,Moyen,0.549,Bas,0.289,,,estime EA,,Anticipate
693160,Tommaso Augello,Haut,0.691,Moyen,0.592,,,,,estime EA,,Anticipate|Dead Ball|Whipped Pass
643690,Roman Yaremchuk,Moyen,0.564,Moyen,0.531,Bas,0.024,,,estime EA,,First Touch|Press Proven
1002673,Jan Schöppner,Haut,1,Haut,0.727,Moyen,0.523,,,estime EA,oui,Aerial Fortress|Anticipate|Intercept|Precision Header|Relentless
940453,Yorbe Vertessen,Moyen,0.6,Haut,0.789,,,,,estime EA,,Power Shot|Rapid
1175610,Arsen Zakharyan,Moyen,0.545,Moyen,0.625,Bas,0.291,,,estime EA,,Finesse Shot
1203512,Tim Iroegbunam,Moyen,0.564,Moyen,0.49,Haut,0.987,,,estime EA,,
850055,Daniel Boloca,Haut,1,Haut,0.675,,,,,estime EA,oui,Jockey|Relentless
1428153,Ngal Ayel Mukau,Moyen,0.636,Moyen,0.57,Moyen,0.639,,,estime EA,,
304354,Janik Haberer,Moyen,0.618,Moyen,0.461,Moyen,0.509,,,estime EA,,
1077915,Largie Ramazani,Moyen,0.527,Haut,0.719,Bas,0.29,,,estime EA,,Acrobatic|Finesse Shot|Quick Step|Technical
