fotmob_id,nom_fotmob,ea_id,nom_ea,equipe_ea,championnat,naissance,age,poste,note,taille_cm,poids_kg,pied_fort,mauvais_pied,gestes,acceleration,vitesse_pointe,agilite,equilibre,reactions,endurance,force,detente,agressivite,note_physique
541933,Mama Baldé,237960,Mama Baldé,Stade Brestois 29,Ligue 1 McDonald's,1995-11-06,30,ST,73,176,69,Right,3,3,85,90,80,75,72,75,75,88,73,75
873559,Zian Flemming,239373,Zian Flemming,Burnley,Premier League,1998-08-01,27,ST,73,185,84,Right,4,3,65,74,67,70,73,82,78,81,77,79
1106599,Thibo Somers,251189,Thibo Somers,Royal Antwerp FC,1A Pro League,1999-03-16,27,RM,73,183,79,Right,4,3,81,80,74,75,71,89,77,88,72,80
1185609,Robin Fellhauer,269305,Robin Fellhauer,FC Augsburg,Bundesliga,1998-01-21,28,CDM,73,182,78,Right,3,2,72,86,67,73,71,90,70,74,70,75
586474,Kingsley Ehizibue,225669,Kingsley Ehizibue,Udinese,Serie A Enilive,1995-05-25,31,RB,73,189,78,Right,2,3,87,89,66,58,68,77,72,83,74,74
1111980,Youri Regeer,265390,Youri Regeer,Ajax,Eredivisie,2003-08-18,22,CM,73,178,68,Right,4,3,72,77,73,73,71,77,68,71,56,68
850295,Alessio Zerbin,237669,Alessio Zerbin,Cremonese,Serie A Enilive,1999-03-03,27,RM,73,182,80,Right,3,3,74,75,71,63,68,78,66,70,45,65
687868,Jeffrey De Lange,239559,Jeffrey de Lange,OM,Ligue 1 McDonald's,1998-04-01,28,GK,73,190,80,Right,4,1,58,54,40,39,70,26,51,54,17,73
632870,Håkon Evjen,242162,Håkon Evjen,FK Bodø/Glimt,Eliteserien,2000-02-14,26,CAM,73,178,68,Left,2,4,90,85,92,78,68,90,55,67,58,65
1081025,Mads Bidstrup,246402,Mads Bidstrup,RB Salzburg,Ö. Bundesliga,2001-02-25,25,CM,73,175,74,Right,3,3,67,72,70,84,72,85,73,75,70,76
1162410,Berkan Kutlu,259675,Berkan Kutlu,Galatasaray,Trendyol Süper Lig,1998-01-25,28,CDM,73,186,75,Left,2,2,75,75,71,63,70,79,73,71,77,75
978170,Tomi Horvat,270017,Tomi Horvat,SK Sturm Graz,Ö. Bundesliga,1999-03-24,27,CM,73,175,69,Left,3,4,72,77,76,79,73,79,68,65,62,69
1427819,Hugo Rincon,279026,Hugo Rincón,Girona FC,LALIGA EA SPORTS,2003-01-27,23,RB,73,183,75,Right,2,2,80,81,72,73,66,82,69,75,64,72
352023,Deniz Türüc,215531,Deniz Türüç,Başakşehir,Trendyol Süper Lig,1993-01-29,33,RM,73,177,75,Left,3,3,73,72,73,76,72,77,69,68,67,71
759801,Callum O'Hare,238058,Callum O'Hare,Sheffield Utd,EFL Championship,1998-05-01,28,CAM,73,173,65,Right,3,3,79,70,83,89,74,84,56,66,79,68
874621,Martín Payero,240970,Martín Payero,Cremonese,Serie A Enilive,1998-09-11,27,CM,73,182,80,Right,2,3,70,70,72,68,73,69,72,74,69,71
1000428,Isak Bergmann Johannesson,246814,Ísak Bergmann Jóhannesson,1. FC Köln,Bundesliga,2003-03-23,23,CM,73,180,72,Left,3,3,72,72,73,76,72,90,63,63,73,72
1051415,Jason Knight,252376,Jason Knight,Bristol City,EFL Championship,2001-02-13,25,CM,73,179,72,Right,3,2,73,71,76,78,73,93,64,72,68,72
1074967,Ramiz Zerrouki,252383,Ramiz Zerrouki,FC Twente,Eredivisie,1998-05-26,28,CDM,73,183,76,Right,2,3,65,59,74,71,68,80,80,70,81,80
1414777,Sebastián Boselli,273850,Sebastián Boselli,River Plate,LPF,2003-12-04,22,CB,73,183,81,Right,3,2,70,87,69,67,67,84,87,87,70,83
1430406,Andrés García,275468,Andrés García,Aston Villa,Premier League,2003-02-07,23,RB,73,183,82,Right,4,3,77,77,74,62,70,74,63,65,63,66
115512,David Simao,192636,David Simão,Arouca,Liga Portugal,1990-05-15,36,CM,73,183,74,Left,3,3,62,66,71,62,71,73,67,66,72,69
463284,Marko Grujic,232099,Marko Grujić,AEK Athens,Hellas Liga,1996-04-13,30,CM,73,191,78,Right,3,3,53,55,64,56,71,64,83,80,78,77
862716,Carlo Holse,240040,Carlo Holse,Samsunspor,Trendyol Süper Lig,1999-06-02,27,CAM,73,177,68,Left,3,3,81,80,88,91,74,82,62,70,58,67
923298,Pablo Martinez,243312,Pablo Martínez,Levante UD,LALIGA EA SPORTS,1998-02-22,28,LM,73,182,74,Right,3,3,72,71,74,75,69,84,71,73,55,71
1256178,Bjorn Meijer,262219,Björn Meijer,Club Brugge,1A Pro League,2003-03-18,23,LB,73,190,74,Left,3,3,63,72,65,59,63,77,86,84,65,79
1202883,Matej Jurásek,271296,Matěj Jurásek,Norwich,EFL Championship,2003-08-30,22,RW,73,181,73,Left,2,4,80,82,76,72,69,66,70,74,67,69
240236,Massadio Haïdara,201955,Massadio Haïdara,Kocaelispor,Trendyol Süper Lig,1992-12-02,33,LB,73,179,76,Left,3,3,74,76,69,72,68,78,77,81,77,77
448859,Mijat Gacinovic,230564,Mijat Gaćinović,AEK Athens,Hellas Liga,1995-02-08,31,LM,73,175,71,Right,3,4,80,80,81,80,71,75,60,68,68,66
841705,Arnaud Bodart,237525,Arnaud Bodart,LOSC Lille,Ligue 1 McDonald's,1998-03-11,28,GK,73,186,80,Right,2,1,58,50,58,48,66,20,55,65,15,73
955596,Berat Özdemir,248854,Berat Özdemir,Başakşehir,Trendyol Süper Lig,1998-05-23,28,CDM,73,188,84,Right,4,2,74,68,70,65,69,85,72,70,78,76
1130330,Josh Doig,255561,Josh Doig,Sassuolo,Serie A Enilive,2002-05-18,24,LB,73,189,71,Left,5,3,75,82,68,71,63,86,62,74,71,70
541565,Lukás Sadílek,270046,Lukáš Sadílek,Sparta Praha,Česká Liga,1996-05-23,30,CM,73,178,73,Right,3,2,70,69,77,74,72,88,61,64,70,70
915238,Antoine Makoumbou,270597,Antoine Makoumbou,Samsunspor,Trendyol Süper Lig,1998-07-18,27,CDM,73,185,77,Right,3,3,74,67,81,69,69,82,70,72,73,74
181433,Cláudio Ramos,198513,Cláudio Ramos,FC Porto,Liga Portugal,1991-11-16,34,GK,73,183,83,Right,3,1,55,54,62,65,68,44,75,74,27,72
538329,Ebou Adams,232412,Ebou Adams,Derby County,EFL Championship,1996-01-15,30,CDM,73,178,76,Right,3,2,75,67,75,71,72,92,76,79,88,83
639558,Amir Hadziahmetovic,233053,Amir Hadžiahmetović,Hull City,EFL Championship,1997-03-08,29,CDM,73,179,70,Right,3,2,66,64,68,70,68,80,71,65,71,73
977404,César Huerta,246289,César Huerta,RSC Anderlecht,1A Pro League,2000-12-03,25,LW,73,171,67,Right,3,3,83,84,91,77,55,79,72,82,51,70
1323510,Alberto Reina,275985,Alberto Reina,R. Oviedo,LALIGA EA SPORTS,1997-09-09,28,CM,73,179,71,Right,3,3,64,68,73,77,72,78,66,69,62,68
350472,Kevin Mbabu,210625,Kevin Mbabu,FC Midtjylland,3F Superliga,1995-04-19,31,RB,73,184,83,Right,3,3,83,79,75,70,64,75,76,83,77,76
300918,Ricardo Esgaio,212213,Ricardo Esgaio,Karagümrük SK,Trendyol Süper Lig,1993-05-16,33,RB,73,172,72,Right,4,3,67,68,74,80,69,66,59,66,68,63
667952,Samu,223302,Samu,Vitória SC,Liga Portugal,1996-04-21,30,CM,73,170,66,Left,3,3,72,73,77,82,67,82,57,61,63,65
658440,Tim Skarke,229286,Tim Skarke,Union Berlin,Bundesliga,1996-09-07,29,ST,73,181,79,Right,3,3,86,87,78,79,72,71,68,74,53,66
982394,Hayden Hackney,253054,Hayden Hackney,Middlesbrough,EFL Championship,2002-06-26,24,CDM,73,178,70,Right,3,3,65,69,73,75,73,84,66,66,82,74
154280,Jordan Ayew,197756,Jordan Ayew,Leicester City,EFL Championship,1991-09-11,34,RM,73,182,81,Right,3,4,68,65,75,71,74,68,71,78,74,71
877568,Jordan Holsgrove,237871,Jordan Holsgrove,Estoril Praia,Liga Portugal,1999-09-10,26,CM,73,180,73,Left,3,3,73,69,68,75,68,79,70,69,55,69
695405,Hervé Koffi,239342,Hervé Koffi,Angers SCO,Ligue 1 McDonald's,1996-10-16,29,GK,73,186,82,Right,3,1,58,53,63,64,73,30,71,71,30,67
588562,Mihailo Ristic,240223,Mihailo Ristić,Celta,LALIGA EA SPORTS,1995-10-31,30,LB,73,180,73,Left,3,3,72,73,65,60,69,77,66,73,62,68
622091,Borna Sosa,243388,Borna Sosa,Crystal Palace,Premier League,1998-01-21,28,LB,73,187,79,Left,3,3,72,70,72,65,70,74,69,74,65,70
1053685,Dion Lopy,259190,Dion Lopy,UD Almería,LALIGA HYPERMOTION,2002-02-02,24,CDM,73,186,79,Right,3,2,63,64,65,63,69,80,77,77,70,76
1254218,Hugo Sotelo,264095,Hugo Sotelo,Celta,LALIGA EA SPORTS,2003-12-19,22,CM,73,180,75,Right,3,3,74,65,64,59,73,72,65,71,63,67
1287941,Gabri Martínez,264438,Gabri Martínez,SC Braga,Liga Portugal,2003-01-22,23,LM,73,185,79,Right,3,4,82,84,83,69,74,82,65,65,50,66
1305787,Elias Jelert,265195,Elias Jelert,Southampton,EFL Championship,2003-06-12,23,RB,73,170,70,Right,3,3,83,85,82,72,68,79,50,62,76,63
1085674,Samuel Dahl,277252,Samuel Dahl,SL Benfica,Liga Portugal,2003-03-04,23,LB,73,171,68,Left,3,3,81,85,77,83,73,83,61,69,73,69
1331249,Adama Boiro,70344,Adama Boiro,Athletic Club,LALIGA EA SPORTS,2002-06-22,24,LB,73,183,76,Left,3,3,76,75,71,64,68,76,75,80,61,73
493468,Mamadou Fall,233897,Mamadou Fall,Kasımpaşa,Trendyol Süper Lig,1991-12-31,34,RM,73,184,72,Right,3,3,84,92,78,67,64,76,78,86,59,74
881558,Max Bird,241419,Max Bird,Bristol City,EFL Championship,2000-09-18,25,CM,73,183,77,Left,3,2,68,66,70,73,73,87,67,68,63,71
1276312,Antoni Milambo,263640,Antoni Milambo,Brentford,Premier League,2005-04-03,21,CM,73,179,68,Right,3,4,74,74,83,72,73,81,60,69,48,63
1553515,Djaoui Cissé,71114,Djaoui Cissé,Stade Rennais FC,Ligue 1 McDonald's,2004-01-31,22,CM,73,188,73,Right,3,3,64,62,63,66,70,74,69,69,53,67
181920,Francesco Bardi,193786,Francesco Bardi,Palermo,Serie BKT,1992-01-18,34,GK,73,188,80,Right,2,1,51,46,48,33,70,29,54,60,21,71
575780,Paddy McNair,213697,Paddy McNair,San Diego FC,MLS,1995-04-27,31,CB,73,187,72,Right,3,3,62,63,62,63,72,76,75,78,76,76
469701,Mahmoud Dahoud,218339,Mahmoud Dahoud,Frankfurt,Bundesliga,1996-01-01,30,CM,73,178,68,Right,4,4,75,54,81,81,71,70,59,59,73,65
609504,Oliver Burke,225632,Oliver Burke,Union Berlin,Bundesliga,1997-04-07,29,ST,73,188,82,Right,3,3,90,95,65,67,68,69,80,93,60,74
624596,Georgiy Dzhikiya,229773,Georgiy Dzhikiya,Antalyaspor,Trendyol Süper Lig,1993-11-21,32,CB,73,188,86,Left,3,2,78,75,55,65,72,71,78,83,79,77
769644,Abdelhamid Sabiri,237499,Abdelhamid Sabiri,Fiorentina,Serie A Enilive,1996-11-28,29,CAM,73,186,80,Right,4,3,68,51,77,63,72,74,76,77,68,74
1285528,João Mendes,244416,João Mendes,Kayserispor,Trendyol Süper Lig,1994-10-21,31,CAM,73,183,76,Right,3,3,67,71,64,62,74,74,70,63,57,68
1129081,Marcelino Núñez,256051,Marcelino Núñez,Ipswich,EFL Championship,2000-03-01,26,CM,73,173,70,Right,4,3,63,62,72,79,73,81,65,63,64,69
1049679,David Møller Wolfe,262135,David Møller Wolfe,Wolves,Premier League,2002-04-23,24,LB,73,185,78,Left,2,2,77,79,69,66,71,82,76,80,72,77
1218556,Kian Fitz-Jim,262218,Kian Fitz-Jim,Ajax,Eredivisie,2003-07-05,22,CM,73,174,68,Right,3,3,78,72,87,77,73,89,48,68,64,62
107917,Jason Steele,188836,Jason Steele,Brighton,Premier League,1990-08-18,35,GK,73,188,79,Right,2,1,41,36,36,44,65,29,55,63,39,73
186054,Joel Robles,195668,Joel Robles,Estoril Praia,Liga Portugal,1990-06-17,36,GK,73,195,90,Right,2,1,47,55,50,39,68,25,72,68,23,70
260470,Leonardo Bittencourt,203106,Leonardo Bittencourt,SV Werder Bremen,Bundesliga,1993-12-19,32,CAM,73,171,63,Right,4,3,75,72,86,89,72,73,46,55,75,59
264190,Thorgan Hazard,203486,Thorgan Hazard,RSC Anderlecht,1A Pro League,1993-03-29,33,LW,73,175,71,Right,4,4,75,58,83,89,70,76,65,62,57,66
291643,Paul Nardi,206218,Paul Nardi,QPR,EFL Championship,1994-05-18,32,GK,73,187,77,Right,3,1,54,43,35,52,71,20,54,62,24,72
793905,Dujon Sterling,238071,Dujon Sterling,Rangers,Scottish Prem,1999-10-24,26,LB,73,186,81,Right,3,3,72,78,71,62,71,67,75,78,80,74
1136097,Aidan Morris,255145,Aidan Morris,Middlesbrough,EFL Championship,2001-11-16,24,CDM,73,178,72,Right,4,2,69,77,72,79,70,81,82,78,79,81
1184663,Miguel Rodriguez,258730,Miguel Rodríguez,FC Utrecht,Eredivisie,2003-04-29,23,RW,73,178,73,Left,3,3,78,79,75,66,71,76,60,62,69,66
450739,Alexander Schlager,215522,Alexander Schlager,RB Salzburg,Ö. Bundesliga,1996-02-01,30,GK,73,184,77,Right,3,1,46,47,34,45,69,24,55,61,26,73
561164,Lucas Boye,222041,Lucas Boyé,D. Alavés,LALIGA EA SPORTS,1996-02-28,30,ST,73,183,79,Right,2,4,67,70,71,69,70,70,86,85,74,80
435513,Ryan Manning,226012,Ryan Manning,Southampton,EFL Championship,1996-06-14,30,LB,73,173,72,Left,3,3,69,67,73,78,71,84,57,66,70,67
816222,Tiago Esgaio,251994,Tiago Esgaio,Arouca,Liga Portugal,1995-08-01,30,RB,73,175,72,Right,4,3,73,71,66,77,69,80,60,78,69,68
1336582,Máximo Perrone,267991,Máximo Perrone,Como,Serie A Enilive,2003-01-07,23,CDM,73,178,64,Left,3,2,72,72,74,74,65,77,59,67,68,66
846023,Gabriel Batista,271571,Gabriel Batista,Santa Clara,Liga Portugal,1998-06-03,28,GK,73,190,83,Right,2,1,41,35,33,40,66,30,64,61,21,73
23354,Ashley Young,152908,Ashley Young,Ipswich,EFL Championship,1985-07-09,40,RB,73,175,65,Right,4,3,54,53,68,63,74,63,65,70,83,68
493196,Carlos Mané,216749,Carlos Mané,Kayserispor,Trendyol Süper Lig,1994-03-11,32,LM,73,173,63,Right,2,4,87,90,87,84,65,67,60,77,57,62
769335,Pol Lirola,235875,Pol Lirola,OM,Ligue 1 McDonald's,1997-08-13,28,RB,73,183,70,Right,3,3,70,73,65,63,71,73,61,69,70,66
864236,Patrick Soko,240047,Patrick Soko,UD Almería,LALIGA HYPERMOTION,1997-10-31,28,ST,73,176,68,Right,3,3,91,90,86,80,68,79,81,87,56,76
181873,Alexandros Paschalakis,240493,Alexandros Paschalakis,Olympiacos FC,Hellas Liga,1989-07-28,36,GK,73,197,92,Right,2,1,53,47,50,59,68,38,76,73,40,74
914401,Oriol Rey,242279,Oriol Rey,Levante UD,LALIGA EA SPORTS,1998-02-25,28,CM,73,180,71,Left,3,2,55,59,77,74,74,85,73,67,66,74
1067553,Philip Otele,266395,Philip Otele,FC Basel 1893,Brack Super League,1999-04-15,27,LM,73,178,80,Right,5,3,92,92,91,83,59,74,73,79,66,72
617396,Dereck Kutesa,233917,Dereck Kutesa,AEK Athens,Hellas Liga,1997-12-06,28,LM,73,177,69,Right,3,4,87,91,86,82,64,72,72,69,47,67
1301517,Enzo Leopold,262669,Enzo Leopold,Hannover 96,Bundesliga 2,2000-07-23,25,CM,73,174,76,Right,3,3,73,64,84,82,74,89,62,64,64,69
1241957,Matías Galarza,278020,Matías Galarza,River Plate,LPF,2002-02-11,24,CM,73,177,76,Left,4,2,59,67,51,78,72,61,48,59,78,58
282012,Dennis Praet,199652,Dennis Praet,Royal Antwerp FC,1A Pro League,1994-05-14,32,CAM,73,181,78,Right,4,4,67,56,70,66,71,72,65,67,64,67
940442,Tommy Doyle,254120,Tommy Doyle,Birmingham City,EFL Championship,2001-10-17,24,CM,73,172,73,Right,4,3,65,65,71,81,74,70,51,56,69,60
419207,John Souttar,212516,John Souttar,Rangers,Scottish Prem,1996-09-25,29,CB,73,186,75,Right,4,2,69,76,63,68,71,66,84,85,70,77
299875,Matteo Brunori,253019,Matteo Brunori,Palermo,Serie BKT,1994-11-01,31,ST,73,180,75,Right,4,3,81,76,80,73,70,80,73,82,64,73
1200631,Lesley Ugochukwu,257084,Lesley Ugochukwu,Burnley,Premier League,2004-03-26,22,CDM,73,191,88,Right,3,3,64,64,62,54,68,70,77,77,73,74
1050828,Mario Soriano,260463,Mario Soriano,RC Deportivo,LALIGA HYPERMOTION,2002-04-22,24,CAM,73,163,60,Right,3,3,81,82,84,90,65,64,74,69,58,68
169756,Adrián,194911,Adrián,Real Betis,LALIGA EA SPORTS,1987-01-03,39,GK,73,190,78,Right,2,1,44,42,53,48,71,38,63,63,38,75
488624,Alex Mowatt,213798,Alex Mowatt,West Brom,EFL Championship,1995-02-13,31,CDM,73,177,71,Left,2,3,51,50,68,76,72,92,66,59,69,73
508889,Naby Keïta,220971,Naby Keïta,Ferencvárosi TC,Magyar Liga,1995-02-10,31,CM,73,172,64,Right,4,4,70,52,80,83,73,50,52,52,75,56
530197,Manolis Saliakas,222542,Manolis Saliakas,FC St. Pauli,Bundesliga,1996-09-12,29,RB,73,177,74,Right,4,3,77,62,74,78,74,83,61,62,71,69
683473,Kelvin Amian,231235,Kelvin Amian,FC Nantes,Ligue 1 McDonald's,1998-02-08,28,RB,73,180,78,Right,3,2,77,77,71,76,61,81,79,82,72,78
674518,Toni Lato,232008,Toni Lato,RCD Mallorca,LALIGA EA SPORTS,1997-11-21,28,LB,73,171,64,Left,4,3,76,76,73,80,70,65,56,70,67,61
796398,Kjell Scherpen,243675,Kjell Scherpen,R. Union St.-G.,1A Pro League,2000-01-23,26,GK,73,206,85,Right,4,1,37,46,37,42,68,32,66,61,25,72
1293912,Pablo Marín,272455,Pablo Marín,Real Sociedad,LALIGA EA SPORTS,2003-07-03,22,CM,73,178,71,Right,3,3,67,67,69,67,71,63,59,62,54,59
704138,Abdülkadir Ömür,231777,Abdülkadir Ömür,Antalyaspor,Trendyol Süper Lig,1999-06-25,27,RM,73,166,65,Left,3,4,83,76,92,92,66,75,46,62,56,56
1042347,Diant Ramaj,248478,Diant Ramaj,Heidenheim,Bundesliga,2001-09-19,24,GK,73,188,82,Right,5,1,28,29,31,42,64,38,64,58,32,72
1328857,Caspar Jander,266422,Caspar Jander,Southampton,EFL Championship,2003-03-23,23,CM,73,183,75,Right,4,3,77,55,81,79,74,87,66,67,69,72
160447,Adam Smith,190885,Adam Smith,AFC Bournemouth,Premier League,1991-04-29,35,RB,73,180,78,Right,3,3,54,65,65,68,75,64,68,68,73,68
164246,Nick Viergever,193440,Nick Viergever,FC Utrecht,Eredivisie,1989-08-03,36,CB,73,183,77,Left,2,2,62,72,62,66,75,69,83,82,68,76
660132,Pantelis Hatzidiakos,229150,Pantelis Hatzidiakos,F.C. København,3F Superliga,1997-01-18,29,CB,73,185,78,Right,3,2,69,67,64,68,72,72,77,81,78,76
1109476,Jacob Ondrejka,255460,Jacob Ondrejka,Parma,Serie A Enilive,2002-09-02,23,LM,73,180,70,Right,4,4,79,77,80,80,68,58,56,63,55,57
949321,Daniel Peretz,277823,Daniel Peretz,Hamburger SV,Bundesliga,2000-07-10,25,GK,73,190,89,Right,3,1,30,42,35,39,68,30,71,62,22,66
120569,Robin Olsen,207557,Robin Olsen,Malmö FF,Allsvenskan,1990-01-08,36,GK,73,198,89,Right,2,1,31,40,32,33,68,37,75,65,27,75
655095,Isac Lidberg,228859,Isac Lidberg,SV Darmstadt 98,Bundesliga 2,1998-09-08,27,ST,73,185,83,Right,4,3,77,82,69,69,73,85,82,77,75,81
683476,Mathieu Cafaro,231236,Mathieu Cafaro,Paris FC,Ligue 1 McDonald's,1997-03-25,29,LM,73,178,74,Right,3,4,79,69,83,83,70,80,59,64,59,65
767014,Rémy Descamps,234371,Rémy Descamps,OL,Ligue 1 McDonald's,1996-06-25,30,GK,73,196,82,Left,3,1,45,39,29,24,69,28,63,63,29,73
640238,Nacho Vidal,238305,Nacho Vidal,R. Oviedo,LALIGA EA SPORTS,1995-01-24,31,RB,73,180,75,Right,3,3,73,73,69,65,72,63,63,74,72,65
748380,Abel Ruiz,239250,Abel Ruiz,Girona FC,LALIGA EA SPORTS,2000-01-28,26,ST,73,180,75,Right,3,4,71,77,74,72,76,79,73,78,55,71
307317,Vladimír Coufal,244470,Vladimír Coufal,TSG Hoffenheim,Bundesliga,1992-08-22,33,RB,73,175,76,Right,3,3,62,54,64,70,74,63,68,71,86,71
630168,Ignacio de Arruabarrena,259872,Ignacio De Arruabarrena,Barcelona SC,Libertadores,1997-01-16,29,GK,73,183,79,Right,2,1,40,32,35,50,72,22,59,59,27,73
38807,James Milner,138412,James Milner,Brighton,Premier League,1986-01-04,40,CM,73,175,70,Right,4,3,45,46,57,63,76,47,66,63,77,63
116750,Ricky van Wolfswinkel,184457,Ricky van Wolfswinkel,FC Twente,Eredivisie,1989-01-27,37,ST,73,185,68,Right,4,3,54,70,63,65,73,72,73,78,66,72
278814,Janis Blaswich,204092,Janis Blaswich,Leverkusen,Bundesliga,1991-05-02,35,GK,73,193,89,Right,3,1,47,38,31,33,71,31,74,69,39,76
361403,Karol Linetty,211408,Karol Linetty,Kocaelispor,Trendyol Süper Lig,1995-02-02,31,CDM,73,175,73,Right,3,3,69,45,72,79,70,69,55,63,78,64
530460,Ivi López,222467,Ivi López,Raków,PKO BP Ekstraklasa,1994-06-29,32,CAM,73,174,70,Right,3,3,72,74,79,81,72,71,67,71,58,66
993022,Imrân Louza,242794,Imrân Louza,Watford,EFL Championship,1999-05-01,27,CM,73,178,65,Left,3,4,54,65,69,77,69,73,57,54,72,64
792674,Oleksandr Tymchyk,258308,Oleksandr Tymchyk,Dynamo Kyiv,Ukrayina Liha,1997-01-20,29,RB,73,180,67,Right,3,2,85,89,74,70,67,74,53,70,57,60
1238058,Bashir Humphreys,272777,Bashir Humphreys,Burnley,Premier League,2003-03-15,23,LB,73,187,79,Left,5,2,75,71,68,74,71,74,76,81,74,75
210119,Jordan Ferri,206306,Jordan Ferri,Sampdoria,Serie BKT,1992-03-12,34,CDM,73,173,73,Right,2,3,58,47,70,84,70,80,67,62,84,73
992025,Aleksa Terzic,252573,Aleksa Terzić,RB Salzburg,Ö. Bundesliga,1999-08-17,26,LB,73,184,70,Left,2,3,84,80,70,61,68,75,59,74,69,66
1099974,Issa Kaboré,253052,Issa Kaboré,Wrexham,EFL Championship,2001-05-12,25,RB,73,180,72,Right,3,2,85,77,79,75,74,72,72,82,76,73
690332,Jan Kuchta,257536,Jan Kuchta,Sparta Praha,Česká Liga,1997-01-08,29,ST,73,185,81,Right,3,3,77,77,74,74,72,76,79,88,84,80
673045,Maurice Neubauer,269302,Maurice Neubauer,Hannover 96,Bundesliga 2,1996-04-29,30,LB,73,180,75,Left,3,2,73,79,69,70,68,93,62,67,66,71
1190371,Matija Frigan,275401,Matija Frigan,Parma,Serie A Enilive,2003-02-11,23,ST,73,185,78,Left,4,2,80,79,72,70,68,76,76,83,72,76
186748,Pizzi,197965,Pizzi,Estoril Praia,Liga Portugal,1989-10-06,36,CM,73,177,69,Right,4,3,53,62,57,61,79,53,58,60,63,58
212815,Timo Horn,200316,Timo Horn,VfL Bochum 1848,Bundesliga 2,1993-05-12,33,GK,73,192,90,Left,1,1,45,51,50,31,76,31,67,65,41,68
982692,Karl Hein,248732,Karl Hein,SV Werder Bremen,Bundesliga,2002-04-13,24,GK,73,193,76,Right,3,1,33,38,36,31,70,40,62,60,18,73
1081288,Morgan Whittaker,252796,Morgan Whittaker,Middlesbrough,EFL Championship,2001-01-07,25,RM,73,183,69,Left,2,3,76,78,74,68,73,77,67,69,53,67
1368654,Chemsdine Talbi,275048,Chemsdine Talbi,Sunderland,Premier League,2005-05-09,21,RM,73,175,64,Right,4,3,92,88,87,84,60,74,55,63,40,57
94841,Sven Ulreich,186569,Sven Ulreich,FC Bayern München,Bundesliga,1988-08-03,37,GK,73,192,87,Right,2,1,41,40,36,39,73,29,63,60,25,73
615411,Lawrence Ati-Zigi,229956,Lawrence Ati Zigi,FC St. Gallen,Brack Super League,1996-11-29,29,GK,73,188,87,Right,3,1,45,33,38,57,71,32,75,70,30,73
305132,Stefano Denswil,205756,Stefano Denswil,Kayserispor,Trendyol Süper Lig,1993-05-07,33,CB,73,188,82,Left,3,3,55,59,57,56,67,69,78,70,77,75
786630,Iván Villar,222572,Iván Villar,Celta,LALIGA EA SPORTS,1997-07-09,28,GK,73,186,76,Right,2,1,32,33,38,37,71,30,52,54,18,72
505059,Branco van den Boomen,229158,Branco van den Boomen,Ajax,Eredivisie,1995-07-21,30,CM,73,188,75,Right,4,3,49,30,55,39,65,67,74,67,75,72
760329,Nathan Broadhead,232545,Nathan Broadhead,Wrexham,EFL Championship,1998-04-05,28,LM,73,178,73,Right,4,3,79,74,76,75,70,68,66,76,68,67
767173,Jimmy Dunne,235156,Jimmy Dunne,QPR,EFL Championship,1997-10-19,28,RB,73,191,75,Right,4,2,62,65,58,60,69,80,82,88,73,80
768169,Phil Neumann,236217,Phil Neumann,Birmingham City,EFL Championship,1997-07-08,28,CB,73,192,91,Right,3,2,81,81,64,63,66,82,81,87,68,79
848268,Haji Wright,238743,Haji Wright,Coventry City,EFL Championship,1998-03-27,28,ST,73,191,90,Right,4,2,78,85,68,64,70,73,83,78,62,76
1421275,Hamza Igamane,73449,Hamza Igamane,LOSC Lille,Ligue 1 McDonald's,2002-11-02,23,ST,73,181,77,Right,4,4,83,77,80,76,72,65,70,81,72,70
92642,Taras Stepanenko,206413,Taras Stepanenko,Eyüpspor,Trendyol Süper Lig,1989-08-08,36,CDM,73,181,76,Left,3,3,52,55,63,73,68,69,74,74,79,74
305148,Okan Kocuk,223175,Okan Kocuk,Samsunspor,Trendyol Süper Lig,1995-07-27,30,GK,73,188,78,Right,2,1,31,36,44,30,64,23,55,54,15,70
643228,Alex Palmer,223909,Alex Palmer,Ipswich,EFL Championship,1996-08-10,29,GK,73,191,85,Right,3,1,26,37,34,34,68,27,63,57,20,72
799914,Carlos Protesoni,244948,Carlos Protesoni,D. Alavés,LALIGA EA SPORTS,1998-03-30,28,CDM,73,185,77,Right,3,2,67,64,61,59,71,69,69,72,80,71
1126769,Aral Simsir,256933,Aral Şimşir,FC Midtjylland,3F Superliga,2002-06-19,24,LW,73,177,71,Right,4,4,81,79,83,84,66,74,66,65,57,66
1092680,Morgan Guilavogui,257020,Morgan Guilavogui,RC Lens,Ligue 1 McDonald's,1998-03-10,28,ST,73,189,82,Right,2,3,77,71,78,39,73,74,74,85,59,72
1135820,Daniel Birligea,266728,Daniel Bîrligea,FCSB,SUPERLIGA,2000-04-19,26,ST,73,184,70,Right,4,3,81,83,72,71,70,79,79,85,80,80
1072317,Tiago Gouveia,268868,Tiago Gouveia,OGC Nice,Ligue 1 McDonald's,2001-06-18,25,RM,73,176,73,Right,3,3,84,82,81,71,68,64,50,55,62,56
1284464,Nediljko Labrovic,271949,Nediljko Labrović,FC Augsburg,Bundesliga,1999-10-10,26,GK,73,196,91,Right,2,1,41,39,46,51,70,28,78,68,31,73
1573126,Marc Bernal,74463,Marc Bernal,FC Barcelona,LALIGA EA SPORTS,2007-05-26,19,CDM,73,191,78,Left,3,2,57,65,73,72,73,54,66,61,69,63
