fotmob_id,nom,club,poste,age,pays,numero,ovr_carte,minutes_saison,_note
1630298,Guilherme Montoia,Estrela da Amadora,Lateral,22,POR,21,51,285,
1380468,Jan Faberski,PEC Zwolle,Ailier,19,POL,19,51,256,
1514516,Jin-Ho Jo,Konyaspor,Milieu defensif,,,,51,948,"nom seul, non confirme"
703044,Landry Dimata,Samsunspor,Ailier,28,BEL,10,51,102,
1396368,Lucas Laso,Getafe,Defenseur central,,,,51,255,"nom seul, non confirme"
1800947,Lucas Leaudais,Lorient,Lateral,,,,51,69,
1229761,Mateusz Legowski,Eyüpspor,Milieu relayeur,23,POL,20,51,1408,
1291881,Milan Zonneveld,Telstar,Buteur,22,NED,19,51,585,
1127306,Nile John,Moreirense,Milieu offensif,23,ENG,23,51,442,plusieurs candidats
1442442,Pedro Silva Rosas,Casa Pia AC,Lateral,,,,51,607,"nom seul, non confirme"
1699549,Quentin Ndjantou,Paris Saint-Germain,Milieu relayeur,,,,51,325,
1558469,Ricardo Rocha,Vitoria de Guimaraes,Milieu relayeur,,,,51,80,plusieurs candidats
947896,Simon Janssen,Excelsior,Lateral,25,NED,15,51,386,plusieurs candidats
1814656,Tahsin Bulbul,Samsunspor,Ailier,,,,51,65,
1393698,Talha Ülvan,Eyüpspor,Lateral,25,TUR,17,51,950,
1665438,Toni Fernández,Barcelona,Buteur,,,,51,45,plusieurs candidats
1190493,Alioune Ndoye,Vitoria de Guimaraes,Buteur,24,SEN,90,50,536,"nom seul, non confirme"
1352610,Anil Cinar,Fatih Karagümrük,Defenseur central,22,TUR,94,50,988,
776940,Christian Kouamé,Fiorentina,Lateral,28,CIV,99,50,55,"nom seul, non confirme"
1382346,Daouda Weidmann,FC Twente,Milieu relayeur,23,FRA,42,50,322,
1698687,Dilhan Demir,Gençlerbirliği,Ailier,22,GER,21,50,60,plusieurs candidats
1763598,Djibril Coulibaly,Nice,Milieu relayeur,17,FRA,39,50,112,plusieurs candidats
1696775,Everton,Nice,Milieu defensif,,,,50,226,
1605894,Giannino Vianello,Sparta Rotterdam,Lateral,18,NED,5,50,242,
1729318,Hasan Ilçin,Antalyaspor,Milieu relayeur,17,TUR,20,50,165,
1817320,Iker Monreal,Athletic Club,Defenseur central,,,,50,180,
1795392,Jeremy Mbambi,Pisa,Defenseur central,,,,50,90,
1858597,Jorge Montes,Getafe,Ailier,,,,50,90,plusieurs candidats
1559834,Joselu Perez,Getafe,Buteur,,,,50,120,"nom seul, non confirme"
1427018,Joseph Boende,Kocaelispor,Milieu relayeur,,,,50,899,
1447414,Julián Martínez,Alverca,Defenseur central,22,HON,3,50,540,plusieurs candidats
1807642,Kevyn Monteiro,Moreirense,Defenseur central,,,,50,270,"nom seul, non confirme"
1340594,Mikel Goti,Real Sociedad,Ailier,23,ESP,22,50,237,
1807561,Muhammed Kadioglu,Fatih Karagümrük,Defenseur central,19,SYR,32,50,495,"nom seul, non confirme"
1614800,Musah Mohammed,Göztepe,Milieu relayeur,24,GHA,6,50,89,plusieurs candidats
589567,Taskin Ilter,Eyüpspor,Milieu defensif,31,AZE,28,50,992,
449999,Taylan Antalyali,Rizespor,Milieu defensif,31,TUR,14,50,1147,
1525157,Tiago Manso,Tondela,Lateral,26,POR,48,50,1241,
1400979,Travis Hernes,FC Groningen,Ailier,20,NOR,7,50,199,
109222,Vicente Guaita,Parma,Gardien,39,ESP,13,50,90,
1791693,Álvaro Martínez,Moreirense,Lateral,24,ESP,17,50,717,plusieurs candidats
1841906,Carlos Macia,Villarreal,Milieu relayeur,,,,49,56,
1832893,Harouna Djibirin,Angers,Ailier,,,,49,61,
1807301,Joseph Liteta,Cagliari,Milieu defensif,20,ZAM,27,49,266,
1450999,Juan Arizala,Udinese,Lateral,20,COL,20,49,60,
1244376,Kaden Rodney,Crystal Palace,Milieu defensif,21,ENG,42,49,135,plusieurs candidats
1896949,Kail Boudache,Nice,Ailier,19,FRA,32,49,261,
1662963,Marco de las Sias,Rayo Vallecano,Lateral,,,,49,90,
186811,Mathieu Gorgelin,Lens,Gardien,35,FRA,16,49,90,
866686,Matthew O'Riley,Marseille,Milieu relayeur,25,DEN,33,49,1134,"nom seul, non confirme"
1523496,Nikoloz Ugrekhelidze,Fatih Karagümrük,Defenseur central,22,GEO,27,49,178,
1690793,Papa Ba,Girona,Lateral,21,SEN,44,49,194,"nom seul, non confirme"
1843927,Pharrell Hensel,Wolfsburg,Ailier,,,,49,62,
1513227,Rion Ichihara,AZ Alkmaar,Defenseur central,20,JPN,18,49,176,
1319968,Rubén Iranzo,Valencia,Defenseur central,,,,49,292,"nom seul, non confirme"
1254743,Ryan Guilherme,Rio Ave,Milieu relayeur,23,BRA,8,49,236,"nom seul, non confirme"
1562034,Steven Baseya,Alverca,Defenseur central,,,,49,346,
664444,Takehiro Tomiyasu,Ajax,Lateral,27,JPN,32,49,142,
1800226,Tarik Kalpakli,Fatih Karagümrük,Ailier,,,,49,116,
1692856,Tobias van den Elshout,Feyenoord,Ailier,,,,49,293,
1783963,Umar Abubakar,Famalicao,Buteur,20,NGA,9,49,214,"nom seul, non confirme"
1245744,Xabi Huarte,Tondela,Milieu relayeur,25,ESP,14,49,45,"nom seul, non confirme"
1403692,Youssef Enriquez,Deportivo Alaves,Lateral,20,MAR,3,49,1347,plusieurs candidats
1676885,Daniel Denoon,Pisa,Defenseur central,21,SUI,44,48,123,
1791597,Deivison,Nacional,Lateral,19,BRA,88,48,22,
1816726,Enzo Koffi,Le Havre,Lateral,,,,48,218,plusieurs candidats
1458183,Eus Waayers,Go Ahead Eagles,Lateral,20,NED,20,48,22,
361751,Fabio Cardoso,Sevilla,Defenseur central,32,POR,15,48,388,plusieurs candidats
1531392,Gerald Alders,Telstar,Lateral,21,NED,3,48,490,
1252057,Giovanni van Zwam,Go Ahead Eagles,Defenseur central,22,NED,25,48,653,
1233755,Jadel Katongo,Kayserispor,Lateral,21,ENG,2,48,573,
1231075,James McConnell,Ajax,Milieu relayeur,21,ENG,53,48,124,"nom seul, non confirme"
1759640,Jan Bürger,Wolfsburg,Lateral,,,,48,119,"nom seul, non confirme"
1843149,José Neto,Benfica,Lateral,,,,48,90,plusieurs candidats
1611220,Julián Vignolo,Toulouse,Ailier,,,,48,172,
1717566,Kayra Cihan,Kayserispor,Defenseur central,18,TUR,38,48,45,plusieurs candidats
1584085,Luís Balbo,Fiorentina,Lateral,,,,48,141,
1787525,Marli Salmon,Arsenal,Defenseur central,,,,48,62,
1553104,Matija Mitrovic,Vitoria de Guimaraes,Milieu relayeur,21,SRB,6,48,419,"nom seul, non confirme"
950599,Nicolás Fonseca,Real Oviedo,Milieu relayeur,27,URU,23,48,853,plusieurs candidats
1237903,Ousmane Ba,Metz,Gardien,23,SEN,40,48,180,"nom seul, non confirme"
210120,Rachid Ghezzal,Lyon,Buteur,33,ALG,18,48,109,
1669427,Stijn Middendorp,Excelsior,Milieu relayeur,21,NED,25,48,70,
1636736,Tiago Parente,Estoril,Lateral,21,POR,55,48,176,"nom seul, non confirme"
1793874,Wael Mohya,Borussia Mönchengladbach,Ailier,17,GER,36,48,382,
1815149,Xavi Espart,Barcelona,Lateral,18,ESP,42,48,90,
1287747,Zé Carlos II,Gil Vicente,Milieu relayeur,,,,48,739,plusieurs candidats
1561078,Antonis Papakanellos,Rio Ave,Ailier,20,GRE,19,47,135,
1525145,David Grilo,Estrela da Amadora,Gardien,29,POR,22,47,90,"nom seul, non confirme"
1600732,David Otorbi,Valencia,Lateral,,,,47,61,
562263,Dylan Mertens,Telstar,Milieu defensif,30,NED,16,47,257,
557675,Emre Tasdemir,Kasımpaşa,Lateral,30,TUR,33,47,20,
1807277,Jorge Cestero,Real Madrid,Milieu defensif,,,,47,86,
1643772,Joël van den Berg,PSV Eindhoven,Milieu relayeur,,,,47,90,plusieurs candidats
1435445,Lorran,Pisa,Ailier,19,BRA,99,47,45,
1675505,Manu Fernández,Celta Vigo,Defenseur central,25,ESP,12,47,943,"nom seul, non confirme"
1477586,Marcos Peña,Famalicao,Milieu defensif,21,ESP,8,47,197,plusieurs candidats
1688980,Marius Louër,Angers,Defenseur central,19,FRA,20,47,521,
1800611,Nacho Perez,Levante,Lateral,,,,47,145,plusieurs candidats
1524512,Peixinho,Estoril,Ailier,21,POR,70,47,45,
1461827,Robinho,Estrela da Amadora,Milieu relayeur,23,BRA,8,47,609,
1666977,Veljko Milosavljevic,AFC Bournemouth,Defenseur central,18,SRB,44,47,360,
1637892,Victor Ntino-Emo Gidado,Gaziantep FK,Milieu relayeur,21,NGA,8,47,431,
1414040,Yigit Efe Demir,Fenerbahçe,Defenseur central,21,TUR,14,47,616,plusieurs candidats
1705704,Afonso Assis,Moreirense,Milieu relayeur,19,POR,25,46,685,"nom seul, non confirme"
1580704,Christantus Uche,Getafe,Buteur,22,NGA,12,46,527,"nom seul, non confirme"
1682313,Dro Fernández,Paris Saint-Germain,Milieu relayeur,18,ESP,27,46,648,plusieurs candidats
1805105,Fallou Cham,Hellas Verona,Lateral,,,,46,368,"nom seul, non confirme"
1669929,Iliesse Salhi,Mallorca,Lateral,,,,46,90,
1276327,Jayden Candelaria,NAC Breda,Lateral,22,CUW,21,46,32,
1759728,José Tavares,Santa Clara,Milieu relayeur,,,,46,551,plusieurs candidats
1019100,Kevin Chamorro,Rio Ave,Gardien,25,CRC,22,46,270,
1793784,Maxima Goffi,Lille,Defenseur central,,,,46,180,
1793199,Montrell Culbreath,Bayer Leverkusen,Lateral,,,,46,687,
1700516,Nicolas Trabucchi,Parma,Defenseur central,,,,46,55,
1797872,Samuel Becerra,Rayo Vallecano,Ailier,,,,46,59,"nom seul, non confirme"
1683630,Yefrei Rodriguez,Tondela,Buteur,,,,46,90,plusieurs candidats
213809,Allan Nyom,Getafe,Lateral,38,CMR,12,45,632,
1607333,George Hemmings,Aston Villa,Milieu relayeur,19,ENG,53,45,45,"nom seul, non confirme"
1789791,Jofre Torrents,Barcelona,Lateral,19,ESP,26,45,63,
749834,John Victor,Nottingham Forest,Gardien,30,BRA,13,45,798,plusieurs candidats
1284496,Josafat Mendes,Samsunspor,Lateral,,,,45,1158,"nom seul, non confirme"
1685327,Kevin Prieto,Casa Pia AC,Lateral,22,URU,19,45,240,"nom seul, non confirme"
1707510,Lorenzo Venturino,Roma,Ailier,19,ITA,20,45,45,
1560751,Matteo Cocchi,Inter,Lateral,,,,45,74,
108381,Milan Djuric,Cremonese,Buteur,36,BIH,9,45,208,
1504681,Onuralp Çevikkan,Trabzonspor,Gardien,,,,45,90,
1644302,Pedro Felipe,Sassuolo,Defenseur central,22,BRA,66,45,90,plusieurs candidats
1699556,Raphaël Le Guen,Brest,Defenseur central,,,,45,360,
1422586,Rio Cardines,Crystal Palace,Lateral,,,,45,90,
1491069,Salih Malkoçoglu,Trabzonspor,Defenseur central,21,TUR,74,45,249,
1665419,Adil Lechkar,Telstar,Lateral,24,NED,15,44,59,
1481098,Francesco Coppola,Pisa,Defenseur central,21,ITA,26,44,450,"nom seul, non confirme"
1797815,Jadiel Pereira da Gama,PEC Zwolle,Milieu relayeur,16,NED,26,44,58,"nom seul, non confirme"
1553374,Jan Plug,Feyenoord,Defenseur central,20,NED,43,44,158,
1335046,Matej Sín,AZ Alkmaar,Milieu relayeur,21,CZE,33,44,423,"nom seul, non confirme"
1529203,Mohamadou Kanté,West Ham United,Milieu relayeur,20,FRA,55,44,181,"nom seul, non confirme"
1791729,Seny Koumbassa,Toulouse,Defenseur central,18,FRA,35,44,706,
1684579,Soriba Diaoune,Lille,Milieu offensif,18,GUI,35,44,66,
258269,Victor Nilsson Lindelöf,Aston Villa,Defenseur central,31,SWE,3,44,1748,"nom seul, non confirme"
1791727,Alexis Vossah,Toulouse,Milieu relayeur,18,FRA,45,43,974,
1707494,Davy Gui,Alverca,Milieu relayeur,19,CIV,6,43,163,"nom seul, non confirme"
1553510,Mathys Silistrie,Rennes,Gardien,20,FRA,50,43,270,
1526199,Mats Egbring,SC Heerenveen,Lateral,19,NED,15,43,90,
1624950,Ezra Mayers,West Ham United,Defenseur central,19,ENG,63,42,210,
1643963,Lass Kourouma,Girona,Milieu relayeur,22,GUI,29,42,210,
1696050,Massimo Pessina,Bologna,Gardien,18,ITA,25,42,270,"nom seul, non confirme"
1699551,Noah Fernandez,PSV Eindhoven,Milieu relayeur,18,BEL,31,42,280,plusieurs candidats
1820601,Selton Sánchez,Athletic Club,Milieu offensif,,,,42,179,plusieurs candidats
1666020,Yanis da Rocha,Braga,Lateral,22,POR,41,42,135,"nom seul, non confirme"
1676901,Eddy Kouadio,Fiorentina,Lateral,,,,41,83,plusieurs candidats
1125477,Bruno Langa,Estrela da Amadora,Lateral,28,MOZ,24,40,895,
1668219,Riyad Idrissi,Cagliari,Lateral,20,ITA,3,40,514,
1796908,Thiago Pitarch,Real Madrid,Milieu relayeur,18,ESP,45,40,770,
1841253,Aaron Garcia,CD Yuncos,Milieu relayeur,,,,,64,plusieurs candidats
662962,Aaron Hayden,Carlisle United,Defenseur central,28,ENG,6,,90,"nom seul, non confirme"
724577,Aaron Leganase,Marcquois,Defenseur central,,,,,90,
407744,Aaron Pierre,Eastleigh,Defenseur central,32,GRN,16,,88,"nom seul, non confirme"
598261,Aaron Simpson,Gainsborough,Lateral,,,,,120,plusieurs candidats
715887,Aarón Requena,Inter de Valdemoro,Lateral,,,,,90,"nom seul, non confirme"
149542,Abaga Calvin Mangan,Garde Saint-Ivy Pontivy,Defenseur central,,,,,90,plusieurs candidats
724541,Abdalali Ezzaitouni,Freyming,Lateral,,,,,90,
724575,Abdelkadir Bensalah,Marcquois,Lateral,,,,,90,
627250,Abdelkrim Khechmar,Istres,Defenseur central,,,,,180,
724540,Abdellah Etarabti,Freyming,Ailier,,,,,82,
1792483,Abdelnor Soualhia,Le Puy,Defenseur central,,,,,90,
1717041,Abderrezzek Saidi,Sochaux,Lateral,,,,,90,"nom seul, non confirme"
724333,Abdessalam Zerkoune,Canet Roussillon,Lateral,,,,,90,
1372803,Abdoulaye Keita,Ponferradina,Milieu relayeur,,,,,96,plusieurs candidats
1232037,Abdoulaye Sylla,Sigma Olomouc,Defenseur central,25,GUI,2,,720,"nom seul, non confirme"
1802590,Abdoulie Ndow,Frosinone,Milieu relayeur,20,GAM,24,,66,
1541228,Abdul Abdulmalik,Boreham Wood,Ailier,22,ENG,10,,165,
665096,Abdul-Malik Yago,Eintracht Norderstedt,Defenseur central,,,,,120,plusieurs candidats
508528,Abdulla Genaev,SV Hemelingen,Milieu offensif,,,,,90,
1668241,Abel Rodrigues,Chantilly US,Lateral,,,,,79,plusieurs candidats
1526607,Ablaye Mbaye Baye,Avranches,Defenseur central,,,,,162,"nom seul, non confirme"
1302828,Abraham Kanu,Forest Green Rovers,Defenseur central,20,ENG,32,,59,"nom seul, non confirme"
716064,Abraham Parejo,Atletico Palma del Rio,Lateral,,,,,90,plusieurs candidats
1133419,Abubakar Ghali,Sigma Olomouc,Ailier,,,,,495,
1338977,Achille Robin,Les Sables VF,Defenseur central,,,,,90,plusieurs candidats
1520675,Adam Arvelo,Las Palmas,Ailier,,,,,69,
1089753,Adam Desbois,Slough Town,Gardien,24,ENG,1,,120,
477850,Adam Dihad,Istres,Defenseur central,,,,,180,
531276,Adama Diop,Bordeaux,Milieu defensif,,,,,90,plusieurs candidats
724648,Adama Gueye,Istres,Buteur,,,,,65,plusieurs candidats
725253,Adama Mbengue,Dieppe,Lateral,,,,,68,"nom seul, non confirme"
1520257,Adama Niakaté,Istres,Milieu relayeur,,,,,89,"nom seul, non confirme"
1107956,Adamu Alhassan,KF Shkendija,Milieu defensif,,,,,242,plusieurs candidats
235828,Adel Belaroussi,Hauts Lyonnais,Buteur,,,,,176,
643349,Adelino Afangbom,Raon L Etape,Defenseur central,,,,,90,
1372086,Adilet Sadybekov,Kairat Almaty,Milieu relayeur,23,KAZ,6,,90,
1095708,Adon Gomis,Chantilly US,Defenseur central,,,,,50,plusieurs candidats
715969,Adri Gómez,CD Yuncos,Ailier,,,,,90,"nom seul, non confirme"
1208114,Adri Peral,CA Antoniano,Milieu relayeur,,,,,105,
493109,Adrian Granizo,Pontevedra,Lateral,,,,,76,
1159556,Adrian Kapralik,Holstein Kiel,Buteur,23,SVK,20,,227,
213796,Adrian Lois,Torrent CF,Milieu defensif,,,,,82,"nom seul, non confirme"
1485532,Adrian Svanbäck,Häcken,Ailier,21,FIN,20,,371,
724665,Adrien Delrieu,Merignac,Gardien,,,,,90,
715997,Adrián Aguirre,Cieza,Defenseur central,,,,,180,plusieurs candidats
716372,Adrián Marfil,UD Maracena,Milieu defensif,,,,,66,
640516,Adrián Pereira,Negreira,Milieu offensif,,,,,72,"nom seul, non confirme"
1323852,Adrián Pérez,Torrent CF,Milieu relayeur,,,,,45,plusieurs candidats
1410937,Adrián Pérez,Ourense,Defenseur central,,,,,239,plusieurs candidats
637586,Ager Argoitia,CD Getxo,Gardien,,,,,45,
1120749,Aguibou Camara,Ludogorets Razgrad,Milieu offensif,24,GUI,20,,59,plusieurs candidats
1870459,Agus Moreno,Guadalajara,Lateral,,,,,62,plusieurs candidats
1433002,Ahmed Bouzar,Croix,Ailier,,,,,90,
1681988,Ahmed Sidibe,Venezia,Defenseur central,23,FRA,48,,45,"nom seul, non confirme"
1460575,Aidan Elliott-Wheeler,Gateshead FC,Lateral,,,,,90,plusieurs candidats
1297974,Aidan Francis-Clarke,Braintree Town,Defenseur central,,,,,61,plusieurs candidats
632496,Aimar Olarra,SD Logrones,Ailier,,,,,90,
563780,Aimen Laraba,Garde Saint-Ivy Pontivy,Ailier,,,,,66,
1832944,Aitor Abad,UD Samano,Lateral,,,,,90,"nom seul, non confirme"
541045,Aitor Aranzabe,Ourense,Ailier,,,,,234,
640683,Aitor Bunuel,Burgos CF,Lateral,27,ESP,15,,255,
1320034,Aitor Gelardo,Racing de Ferrol,Milieu relayeur,,,,,69,
716256,Aitor Navarro,Valle de Egues,Gardien,,,,,45,plusieurs candidats
1557445,Aitor Uzkudun,FC Andorra,Ailier,24,ESP,22,,180,
896072,Akinwale Joseph Odimayo,Newport County,Defenseur central,,,,,90,plusieurs candidats
1414862,Akseli Puukko,KuPS,Lateral,,,,,99,
724510,Alain Reppert,ASC Biesheim,Buteur,,,,,90,
892375,Alain Ribeiro,Pontevedra,Defenseur central,,,,,90,plusieurs candidats
1614857,Alasana Yirajang,Slovan Bratislava,Ailier,21,GAM,14,,64,
1322850,Albert Caparros,AD Ceuta FC,Defenseur central,27,ESP,4,,90,
1063224,Albert Dabiqaj,Drita,Milieu defensif,,,,,720,
1592632,Albertito,Sant Andreu,Milieu defensif,,,,,120,
639193,Alberto Benito,,Lateral,,,,,59,"nom seul, non confirme"
464582,Alberto Freire,Negreira,Milieu defensif,,,,,90,"nom seul, non confirme"
883182,Alberto Gonzalez,Numancia,Lateral,,,,,70,"nom seul, non confirme"
592805,Alberto González,CD Estepona,Lateral,,,,,90,"nom seul, non confirme"
716266,Alberto Ramos,CD Roda,Lateral,,,,,90,plusieurs candidats
1159522,Alberto Sanchez,Ourense,Gardien,,,,,330,"nom seul, non confirme"
638369,Albertín,Atletico Astorga,Milieu relayeur,,,,,105,
671601,Aldo One,Atletic Lleida,Lateral,,,,,65,"nom seul, non confirme"
1842921,Ale Gomes,Real Zaragoza,Lateral,,,,,120,"nom seul, non confirme"
716309,Ale Limón,CD Azuaga,Defenseur central,,,,,90,
1227847,Aleix Roig,CF Talavera de la Reina,Lateral,,,,,59,
714238,Aleixo Cabral,Atletico Astorga,Milieu relayeur,,,,,74,plusieurs candidats
1393916,Alejandro Alfaro,Torreense,Milieu offensif,,,,,89,"nom seul, non confirme"
1185331,Alejandro Benitez,Ciudad Lucena,Lateral,,,,,57,plusieurs candidats
1404411,Alejandro Canizo,Guadalajara,Buteur,,,,,90,
715327,Alejandro Coll,CD Sant Jordi,Gardien,,,,,83,"nom seul, non confirme"
717177,Alejandro Contreras,CD Estepona,Lateral,,,,,60,plusieurs candidats
1364360,Alejandro Fidalgo,Cartagena,Defenseur central,,,,,120,
639372,Alejandro Gonzalez,Pontevedra,Ailier,,,,,90,plusieurs candidats
717106,Alejandro Muñoz,Ebro,Milieu defensif,,,,,90,"nom seul, non confirme"
1241311,Alejandro Perez,Atletico Baleares,Defenseur central,,,,,180,plusieurs candidats
716006,Alejandro Sánchez,Cieza,Gardien,,,,,180,plusieurs candidats
1631609,Aleksandar Kandic,FC Gütersloh,Ailier,,,,,45,
198499,Aleksandar Katai,FK Crvena Zvezda,Buteur,35,SRB,10,,136,
16653,Aleksandr Martynovich,Kairat Almaty,Defenseur central,38,BLR,14,,450,
1780058,Aleksandr Mrynskiy,Kairat Almaty,Ailier,21,KAZ,24,,711,
1269250,Aleksandr Shirobokov,Kairat Almaty,Defenseur central,23,KAZ,25,,360,
1404413,Aleksandër Trumçi,KF Shkendija,Lateral,,,,,630,
1657782,Aleksey Ploshchadnyi,FC Noah,Gardien,21,RUS,92,,180,
474377,Alen Grgic,FC Noah,Ailier,31,CRO,77,,118,"nom seul, non confirme"
74572,Alessando Ligi,Audace Cerignola,Defenseur central,,,,,90,
461966,Alessandro Capello,LR Vicenza,Buteur,,,,,55,
1847867,Alex Diego,Sporting Gijon,Lateral,,,,,90,plusieurs candidats
609506,Alex Gilliead,Carlisle United,Milieu defensif,29,ENG,20,,76,
724877,Alex Hospital,Hauts Lyonnais,Lateral,,,,,154,
955348,Alex Hunt,York City,Milieu relayeur,25,IRL,8,,90,"nom seul, non confirme"
662331,Alex Newby,York City,Lateral,29,ENG,30,,82,"nom seul, non confirme"
684785,Alex Salto,Orihuela,Defenseur central,,,,,90,
262753,Alex Schalk,Real Murcia,Ailier,,,,,45,
1669653,Alex Serradell,Eldense,Defenseur central,,,,,180,
873487,Alex Zalaya,Racing de Ferrol,Defenseur central,,,,,90,
1340821,Alexander Kopf,FV Illertissen,Defenseur central,,,,,90,
659760,Alexander Siebeck,Lokomotive Leipzig,Milieu defensif,,,,,96,
501117,Alexandre Lefebvre,Dieppe,Gardien,,,,,90,
1029762,Alexandre Tégar,Les Herbiers,Lateral,,,,,90,
724515,Alexandre Valbon,ASC Biesheim,Milieu relayeur,,,,,62,
575732,Alexandre Vincent,Les Herbiers,Ailier,,,,,78,plusieurs candidats
724596,Alexis Dos Santos,St Maur Lusitanos,Milieu relayeur,,,,,83,plusieurs candidats
607435,Alexis Mouakit,Raon L Etape,Defenseur central,,,,,90,
968919,Alfie Bates,Tamworth,Milieu relayeur,24,ENG,6,,90,plusieurs candidats
1276864,Alfonso Barco,Rijeka,Milieu defensif,24,PER,55,,340,"nom seul, non confirme"
956584,Alfonso Candelas,CD Estepona,Defenseur central,,,,,90,
213649,Alfredo Ortuno,Cartagena,Buteur,,,,,69,"nom seul, non confirme"
476513,Allan Bidard,US Chauvigny,Defenseur central,,,,,90,
1174490,Almir Ajzeraj,Drita,Ailier,,,,,419,
962076,Alpha Dionkou,Omonia Nicosia,Lateral,24,SEN,2,,222,
1691108,Alvaro Calado,Navalcarnero,Gardien,,,,,120,
1641033,Alvaro Lopez,CF Talavera de la Reina,Defenseur central,,,,,180,plusieurs candidats
1331311,Amadou Coundoul,Sporting Gijon,Buteur,23,SEN,18,,73,
1292335,Amadou Salif Mbengue,Queens Park Rangers,Lateral,24,SEN,27,,100,"nom seul, non confirme"
1311801,Amadou Samoura,Concarneau,Lateral,22,FRA,7,,90,
245279,Amaury Dos Santos,Marcquois,Milieu defensif,,,,,90,plusieurs candidats
527683,Amer Gojak,Rijeka,Ailier,29,BIH,14,,287,
603869,Amin Abaradan,Ourense,Buteur,,,,,295,
862617,Amine Khammas,Omonia Nicosia,Lateral,26,MAR,24,,180,
724597,Amine Meftah,St Maur Lusitanos,Ailier,,,,,45,
1875913,Amir Etien,Lyon La Duchere,Lateral,,,,,89,
1663499,Amìn-Elias Gröller,Rapid Wien,Lateral,20,AUT,47,,144,plusieurs candidats
465268,Anas Lamrabette,Avranches,Buteur,,,,,171,
801780,Anastasios Chatzigiovanis,Omonia Nicosia,Ailier,28,GRE,10,,135,
632491,Ander Astrain,Valle de Egues,Milieu relayeur,,,,,90,
1816771,Ander Castillo,UD Samano,Buteur,,,,,80,plusieurs candidats
632058,Ander Fernández,SD Logrones,Defenseur central,,,,,90,"nom seul, non confirme"
636317,Ander González,Portugalete,Defenseur central,,,,,90,plusieurs candidats
822387,Ander Gorostidi,Racing de Ferrol,Milieu defensif,,,,,90,
1838683,Ander Lambea,UD Samano,Milieu defensif,,,,,80,
1202526,Ander Martin,Cartagena,Milieu offensif,25,ESP,16,,59,"nom seul, non confirme"
716795,Ander Pradera,CD Getxo,Buteur,,,,,90,
716797,Ander Santos,CD Getxo,Milieu relayeur,,,,,80,plusieurs candidats
1287789,Ander Zoilo,Tenerife,Lateral,,,,,85,
764500,Anderson Lucoqui,Energie Cottbus,Lateral,28,ANG,24,,72,
338136,Andraz Sporar,Slovan Bratislava,Buteur,31,SVN,99,,384,
1425695,Andrea Bozzolan,Reggiana,Lateral,21,ITA,3,,90,
1572463,Andrea Franzoni,Virtus Entella,Milieu relayeur,28,ITA,24,,83,
518522,Andrea Tiritiello,Virtus Entella,Defenseur central,30,ITA,6,,90,
1525692,Andreas Christou,Omonia Nicosia,Ailier,,,,,63,
704547,Andreas Naumann,Lokomotive Leipzig,Gardien,,,,,120,
1760251,Andrej Bacanin,Basel,Milieu relayeur,18,SRB,14,,243,
1424360,Andrej Djuric,Malmö FF,Defenseur central,22,SRB,5,,180,
1318701,Andrews Tetteh,Panathinaikos,Buteur,,,,,367,
175835,Andri Rafn Yeoman,Breidablik,Lateral,33,ISL,30,,147,"nom seul, non confirme"
1395223,André Simoes,Torreense,Milieu defensif,22,POR,26,,147,"nom seul, non confirme"
639212,Andrés López,Real Murcia,Defenseur central,,,,,86,"nom seul, non confirme"
441179,Andrés Prieto,Ponferradina,Gardien,,,,,120,plusieurs candidats
714629,Andy Alarcón,,Defenseur central,,,,,90,plusieurs candidats
963857,Andy Escudero,AD Ceuta FC,Milieu relayeur,26,ESP,20,,65,plusieurs candidats
704526,Andy Trübenbach,ZFC Meuselwitz,Buteur,,,,,90,
1258242,Anel Husic,Rijeka,Defenseur central,,,,,529,
1512796,Anes Meljichi,KF Shkendija,Defenseur central,,,,,180,
1413301,Angelos Neofytou,Omonia Nicosia,Buteur,20,CYP,85,,234,
1835280,Anisius Lewis,Maldon & Tiptree,Buteur,,,,,59,"nom seul, non confirme"
517276,Ante Coric,Hamrun Spartans,Milieu defensif,,,,,360,
1516401,Ante Juric,Rijeka,Buteur,23,CRO,77,,148,"nom seul, non confirme"
464334,Ante Majstorovic,Rijeka,Defenseur central,32,CRO,45,,630,
1178132,Ante Orec,Rijeka,Lateral,24,CRO,22,,842,
724488,Anthonin Cathrine,Bayeux,Lateral,,,,,108,
999100,Anthony Adel,Montreuil FC,Milieu defensif,,,,,176,plusieurs candidats
530276,Anthony Beuve,Avranches,Gardien,37,FRA,1,,180,
724505,Anthony Decherf,ASC Biesheim,Milieu defensif,,,,,83,
501370,Anthony Janeszko,Bethune,Buteur,,,,,84,
708877,Anthony Landazuri,Tenerife,Defenseur central,,,,,90,
724354,Antoine Kerriou,Les Herbiers,Defenseur central,,,,,90,
724621,Antoine Le Callonnec,Garde Saint-Ivy Pontivy,Lateral,,,,,90,
562903,Anton Ari Einarsson,Breidablik,Gardien,31,ISL,1,,540,
1012818,Anton Escobar,Racing de Ferrol,Buteur,,,,,90,plusieurs candidats
1095446,Anton Lúdvíksson,Breidablik,Milieu relayeur,22,ISL,13,,214,
312458,Anton Nedyalkov,Ludogorets Razgrad,Lateral,32,BUL,3,,783,
1874282,Antonin Moisdon,Vendee Fontenay Foot,Defenseur central,,,,,90,
